Date,Value,Daily_PnL,Deposits,Total PNL,Cumulative PNL
13/7/2020,3674.692271,-3.856458,,-3.856458,432.692271
14/7/2020,3651.762911,-22.92936,,-22.92936,409.762911
15/7/2020,3655.405453,3.642542,,3.642542,413.405453
16/7/2020,3682.307942,26.902489,,26.902489,440.307942
17/7/2020,3771.323142,89.0152,,89.0152,529.323142
18/7/2020,3789.771243,18.448101,,18.448101,547.771243
19/7/2020,3812.011808,22.240565,,22.240565,570.011808
20/7/2020,3819.782574,7.770766,,7.770766,577.782574
21/7/2020,3745.656344,-74.12623,,-74.12623,503.656344
22/7/2020,3755.252195,9.595851,,9.595851,513.252195
23/7/2020,3768.632127,13.379932,,13.379932,526.632127
24/7/2020,3886.377716,117.745589,,117.745589,644.377716
25/7/2020,3889.014792,2.637076,,2.637076,647.014792
26/7/2020,3914.278028,25.263236,,25.263236,672.278028
27/7/2020,3924.24793,9.969902,,9.969902,682.24793
28/7/2020,3881.521174,-42.726756,,-42.726756,639.521174
29/7/2020,3945.109693,63.588519,,63.588519,703.109693
30/7/2020,3992.126593,47.0169,,47.0169,750.126593
31/7/2020,4041.957179,49.830586,,49.830586,799.957179
1/8/2020,4009.737437,-32.219742,,-32.219742,767.737437
2/8/2020,4089.433106,79.695669,,79.695669,847.433106
3/8/2020,4032.056341,-57.376765,,-57.376765,790.056341
4/8/2020,4072.782095,40.725754,,40.725754,830.782095
5/8/2020,4193.534958,120.752863,,120.752863,951.534958
6/8/2020,4155.105051,-38.429907,,-38.429907,913.105051
7/8/2020,4138.933982,-16.171069,,-16.171069,896.933982
8/8/2020,4156.697207,17.763225,,17.763225,914.697207
9/8/2020,4143.729915,-12.967292,,-12.967292,901.729915
10/8/2020,4077.527973,-66.201942,,-66.201942,835.527973
11/8/2020,4093.320591,15.792618,,15.792618,851.320591
12/8/2020,4052.794427,-40.526164,,-40.526164,810.794427
13/8/2020,4088.308261,35.513834,,35.513834,846.308261
14/8/2020,4054.97752,-33.330741,,-33.330741,812.97752
15/8/2020,4143.396683,88.419163,,88.419163,901.396683
16/8/2020,4116.258393,-27.13829,,-27.13829,874.258393
17/8/2020,4112.630156,-3.628237,,-3.628237,870.630156
18/8/2020,4166.100186,53.47003,,53.47003,924.100186
19/8/2020,4115.736726,-50.36346,,-50.36346,873.736726
20/8/2020,4139.771453,24.034727,,24.034727,897.771453
21/8/2020,4218.904554,79.133101,,79.133101,976.904554
22/8/2020,4147.769598,-71.134956,,-71.134956,905.769598
23/8/2020,4169.926967,22.157369,,22.157369,927.926967
24/8/2020,4196.146433,26.219466,,26.219466,954.146433
25/8/2020,4249.746459,53.600026,,53.600026,1007.746459
26/8/2020,4197.419392,-52.327067,,-52.327067,955.419392
27/8/2020,4141.785209,-55.634183,,-55.634183,899.785209
28/8/2020,4181.045927,39.260718,,39.260718,939.045927
29/8/2020,4209.294904,28.248977,,28.248977,967.294904
30/8/2020,4235.425583,26.130679,,26.130679,993.425583
31/8/2020,4266.877793,31.45221,,31.45221,1024.877793
1/9/2020,4243.931007,-22.946786,,-22.946786,1001.931007
2/9/2020,4269.443489,25.512482,,25.512482,1027.443489
3/9/2020,4298.450547,29.007058,,29.007058,1056.450547
4/9/2020,4273.378817,-25.07173,,-25.07173,1031.378817
5/9/2020,4386.554924,113.176107,,113.176107,1144.554924
6/9/2020,4426.912298,40.357374,,40.357374,1184.912298
7/9/2020,4373.670061,-53.242237,,-53.242237,1131.670061
8/9/2020,4423.981428,50.311367,,50.311367,1181.981428
9/9/2020,4383.034286,-40.947142,,-40.947142,1141.034286
10/9/2020,4440.784013,57.749727,,57.749727,1198.784013
11/9/2020,4520.848131,80.064118,,80.064118,1278.848131
12/9/2020,4487.496909,-33.351222,,-33.351222,1245.496909
13/9/2020,4557.598422,70.101513,,70.101513,1315.598422
14/9/2020,4596.819124,39.220702,,39.220702,1354.819124
15/9/2020,4661.100258,64.281134,,64.281134,1419.100258
16/9/2020,4792.582745,131.482487,,131.482487,1550.582745
17/9/2020,4792.877332,0.294587,,0.294587,1550.877332
18/9/2020,4760.697889,-32.179443,,-32.179443,1518.697889
19/9/2020,4720.256304,-40.441585,,-40.441585,1478.256304
20/9/2020,4684.933264,-35.32304,,-35.32304,1442.933264
21/9/2020,4695.605007,10.671743,,10.671743,1453.605007
22/9/2020,4732.218653,36.613646,,36.613646,1490.218653
23/9/2020,4765.225507,33.006854,,33.006854,1523.225507
24/9/2020,4833.441914,68.216407,,68.216407,1591.441914
25/9/2020,4850.456252,17.014338,,17.014338,1608.456252
26/9/2020,4961.242391,110.786139,,110.786139,1719.242391
27/9/2020,4960.256736,-0.985655,,-0.985655,1718.256736
28/9/2020,5159.93863,199.681894,,199.681894,1917.93863
29/9/2020,5222.306084,62.367454,,62.367454,1980.306084
30/9/2020,5178.305304,-44.00078,,-44.00078,1936.305304
1/10/2020,5119.537525,-58.767779,,-58.767779,1877.537525
2/10/2020,5171.114386,51.576861,,51.576861,1929.114386
3/10/2020,5173.010371,1.895985,,1.895985,1931.010371
4/10/2020,5241.921179,68.910808,,68.910808,1999.921179
5/10/2020,5294.618023,52.696844,,52.696844,2052.618023
6/10/2020,5307.713865,13.095842,,13.095842,2065.713865
7/10/2020,5263.444737,-44.269128,,-44.269128,2021.444737
8/10/2020,5170.740426,-92.704311,,-92.704311,1928.740426
9/10/2020,5156.701633,-14.038793,,-14.038793,1914.701633
10/10/2020,5235.430791,78.729158,,78.729158,1993.430791
11/10/2020,5269.185541,33.75475,,33.75475,2027.185541
12/10/2020,5196.09064,-73.094901,,-73.094901,1954.09064
13/10/2020,5226.536734,30.446094,,30.446094,1984.536734
14/10/2020,5272.632016,46.095282,,46.095282,2030.632016
15/10/2020,5226.058303,-46.573713,,-46.573713,1984.058303
16/10/2020,5255.346607,29.288304,,29.288304,2013.346607
17/10/2020,5277.886197,22.53959,,22.53959,2035.886197
18/10/2020,5212.179906,-65.706291,,-65.706291,1970.179906
19/10/2020,5256.103237,43.923331,,43.923331,2014.103237
20/10/2020,5315.408932,59.305695,,59.305695,2073.408932
21/10/2020,5414.497531,99.088599,,99.088599,2172.497531
22/10/2020,5513.995812,99.498281,,99.498281,2271.995812
23/10/2020,5425.694888,-88.300924,,-88.300924,2183.694888
24/10/2020,5373.050207,-52.644681,,-52.644681,2131.050207
25/10/2020,5430.798895,57.748688,,57.748688,2188.798895
26/10/2020,5489.335431,58.536536,,58.536536,2247.335431
27/10/2020,5548.864332,59.528901,,59.528901,2306.864332
28/10/2020,5872.985386,324.121054,,324.121054,2630.985386
29/10/2020,5943.158148,70.172762,,70.172762,2701.158148
30/10/2020,6063.546011,120.387863,,120.387863,2821.546011
31/10/2020,6171.057249,107.511238,,107.511238,2929.057249
1/11/2020,6253.4851,82.427851,,82.427851,3011.4851
2/11/2020,6247.408944,-6.076156,,-6.076156,3005.408944
3/11/2020,6341.215008,93.806064,,93.806064,3099.215008
4/11/2020,6291.625927,-49.589081,,-49.589081,3049.625927
5/11/2020,6292.863086,1.237159,,1.237159,3050.863086
6/11/2020,6270.76686,-22.096226,,-22.096226,3028.76686
7/11/2020,6301.776959,31.010099,,31.010099,3059.776959
8/11/2020,6543.007554,241.230595,,241.230595,3301.007554
9/11/2020,6383.085663,-159.921891,,-159.921891,3141.085663
10/11/2020,6472.672385,89.586722,,89.586722,3230.672385
11/11/2020,6339.838324,-132.834061,,-132.834061,3097.838324
12/11/2020,6318.794575,-21.043749,,-21.043749,3076.794575
13/11/2020,6445.191362,126.396787,,126.396787,3203.191362
14/11/2020,6475.65384,30.462478,-1000,-969.537522,2233.65384
15/11/2020,6394.918037,-80.735803,,-80.735803,2152.918037
16/11/2020,6350.285008,-44.633029,,-44.633029,2108.285008
17/11/2020,6438.6244,88.339392,,88.339392,2196.6244
18/11/2020,6392.126599,-46.497801,-1000,-1046.497801,1150.126599
19/11/2020,6436.844365,44.717766,,44.717766,1194.844365
20/11/2020,6465.444157,28.599792,,28.599792,1223.444157
21/11/2020,6426.355239,-39.088918,,-39.088918,1184.355239
22/11/2020,6657.493178,231.137939,,231.137939,1415.493178
23/11/2020,6746.922678,89.4295,,89.4295,1504.922678
24/11/2020,6564.149647,-182.773031,,-182.773031,1322.149647
25/11/2020,6607.492612,43.342965,,43.342965,1365.492612
26/11/2020,6566.242376,-41.250236,,-41.250236,1324.242376
27/11/2020,6675.767854,109.525478,,109.525478,1433.767854
28/11/2020,6620.680649,-55.087205,,-55.087205,1378.680649
29/11/2020,6634.266198,13.585549,,13.585549,1392.266198
30/11/2020,6710.300454,76.034256,,76.034256,1468.300454
1/12/2020,6824.364114,114.06366,,114.06366,1582.364114
2/12/2020,6725.047421,-99.316693,,-99.316693,1483.047421
3/12/2020,6716.383936,-8.663485,,-8.663485,1474.383936
4/12/2020,6693.360407,-23.023529,,-23.023529,1451.360407
5/12/2020,6652.264705,-41.095702,,-41.095702,1410.264705
6/12/2020,6855.965236,203.700531,,203.700531,1613.965236
7/12/2020,6924.832176,68.86694,,68.86694,1682.832176
8/12/2020,6817.15217,-107.680006,,-107.680006,1575.15217
9/12/2020,6939.038465,121.886295,,121.886295,1697.038465
10/12/2020,7192.396053,253.357588,,253.357588,1950.396053
11/12/2020,7335.867901,143.471848,,143.471848,2093.867901
12/12/2020,7190.218671,-145.64923,,-145.64923,1948.218671
13/12/2020,7164.024657,-26.194014,,-26.194014,1922.024657
14/12/2020,7332.863679,168.839022,,168.839022,2090.863679
15/12/2020,7280.377563,-52.486116,,-52.486116,2038.377563
16/12/2020,7359.217339,78.839776,,78.839776,2117.217339
17/12/2020,7477.263731,118.046392,,118.046392,2235.263731
18/12/2020,7397.677509,-79.586222,,-79.586222,2155.677509
19/12/2020,7419.768291,22.090782,,22.090782,2177.768291
20/12/2020,7071.526853,-348.241438,,-348.241438,1829.526853
21/12/2020,6986.766614,-84.760239,,-84.760239,1744.766614
22/12/2020,6986.489872,-0.276742,,-0.276742,1744.489872
23/12/2020,6878.974948,-107.514924,,-107.514924,1636.974948
24/12/2020,7077.764163,198.789215,,198.789215,1835.764163
25/12/2020,6948.44512,-129.319043,,-129.319043,1706.44512
26/12/2020,6928.111709,-20.333411,,-20.333411,1686.111709
27/12/2020,6968.693413,40.581704,,40.581704,1726.693413
28/12/2020,7150.332553,181.63914,,181.63914,1908.332553
29/12/2020,7018.66551,-131.667043,,-131.667043,1776.66551
30/12/2020,7171.848656,153.183146,,153.183146,1929.848656
31/12/2020,7200.854485,29.005829,,29.005829,1958.854485
1/1/2021,7118.895461,-81.959024,,-81.959024,1876.895461
2/1/2021,7197.513042,78.617581,,78.617581,1955.513042
3/1/2021,7247.796168,50.283126,,50.283126,2005.796168
4/1/2021,7208.228693,-39.567475,,-39.567475,1966.228693
5/1/2021,7244.106832,35.878139,,35.878139,2002.106832
6/1/2021,7228.829097,-15.277735,,-15.277735,1986.829097
7/1/2021,7269.76136,40.932263,,40.932263,2027.76136
8/1/2021,7373.214514,103.453154,,103.453154,2131.214514
9/1/2021,7585.252951,212.038437,,212.038437,2343.252951
10/1/2021,7466.982734,-118.270217,,-118.270217,2224.982734
11/1/2021,7746.664233,279.681499,,279.681499,2504.664233
12/1/2021,7537.380144,-209.284089,,-209.284089,2295.380144
13/1/2021,7549.045285,11.665141,,11.665141,2307.045285
14/1/2021,7648.809143,99.763858,,99.763858,2406.809143
15/1/2021,7713.059254,64.250111,,64.250111,2471.059254
16/1/2021,7667.483626,-45.575628,,-45.575628,2425.483626
17/1/2021,7672.566482,5.082856,,5.082856,2430.566482
18/1/2021,7643.047864,-29.518618,,-29.518618,2401.047864
19/1/2021,7602.023771,-41.024093,,-41.024093,2360.023771
20/1/2021,7734.046917,132.023146,,132.023146,2492.046917
21/1/2021,7808.530712,74.483795,,74.483795,2566.530712
22/1/2021,7753.523727,-55.006985,,-55.006985,2511.523727
23/1/2021,7895.033117,141.50939,,141.50939,2653.033117
24/1/2021,7965.210869,70.177752,,70.177752,2723.210869
25/1/2021,8100.543205,135.332336,,135.332336,2858.543205
26/1/2021,8214.925619,114.382414,,114.382414,2972.925619
27/1/2021,8138.311546,-76.614073,,-76.614073,2896.311546
28/1/2021,8097.742897,-40.568649,,-40.568649,2855.742897
29/1/2021,8227.369978,129.627081,,129.627081,2985.369978
30/1/2021,8341.430466,114.060488,,114.060488,3099.430466
31/1/2021,8372.324983,30.894517,,30.894517,3130.324983
1/2/2021,8422.087006,49.762023,,49.762023,3180.087006
2/2/2021,8630.560922,208.473916,,208.473916,3388.560922
3/2/2021,8582.523956,-48.036966,,-48.036966,3340.523956
4/2/2021,8693.858115,111.334159,,111.334159,3451.858115
5/2/2021,8700.642033,6.783918,-1000,-993.216082,2458.642033
6/2/2021,8705.232493,4.59046,,4.59046,2463.232493
7/2/2021,8896.932322,191.699829,,191.699829,2654.932322
8/2/2021,9053.902935,156.970613,,156.970613,2811.902935
9/2/2021,9212.474407,158.571472,,158.571472,2970.474407
10/2/2021,9449.332586,236.858179,,236.858179,3207.332586
11/2/2021,9491.883075,42.550489,,42.550489,3249.883075
12/2/2021,9639.002717,147.119642,,147.119642,3397.002717
13/2/2021,9629.311578,-9.691139,,-9.691139,3387.311578
14/2/2021,9721.528568,92.21699,,92.21699,3479.528568
15/2/2021,9740.999876,19.471308,,19.471308,3498.999876
16/2/2021,9797.506085,56.506209,,56.506209,3555.506085
17/2/2021,9936.089963,138.583878,,138.583878,3694.089963
18/2/2021,9841.341553,-94.74841,,-94.74841,3599.341553
19/2/2021,10227.48603,386.144477,,386.144477,3985.48603
20/2/2021,10097.0173,-130.46873,,-130.46873,3855.0173
21/2/2021,9933.139621,-163.877679,,-163.877679,3691.139621
22/2/2021,10167.8531,234.713479,,234.713479,3925.8531
23/2/2021,10346.37436,178.52126,,178.52126,4104.37436
24/2/2021,10499.30292,152.92856,,152.92856,4257.30292
25/2/2021,10655.65725,156.35433,,156.35433,4413.65725
26/2/2021,10698.72319,43.06594,,43.06594,4456.72319
27/2/2021,10580.92389,-117.7993,,-117.7993,4338.92389
28/2/2021,10639.45223,58.52834,,58.52834,4397.45223
1/3/2021,10562.21582,-77.23641,,-77.23641,4320.21582
2/3/2021,10781.84097,219.62515,,219.62515,4539.84097
3/3/2021,10800.74749,18.90652,,18.90652,4558.74749
4/3/2021,10694.83359,-105.9139,,-105.9139,4452.83359
5/3/2021,10681.84703,-12.98656,,-12.98656,4439.84703
6/3/2021,10802.27578,120.42875,,120.42875,4560.27578
7/3/2021,10744.52866,-57.74712,,-57.74712,4502.52866
8/3/2021,10639.86121,-104.66745,,-104.66745,4397.86121
9/3/2021,10729.13033,89.26912,,89.26912,4487.13033
10/3/2021,10819.5145,90.38417,,90.38417,4577.5145
11/3/2021,10772.13051,-47.38399,,-47.38399,4530.13051
12/3/2021,10731.57736,-40.55315,,-40.55315,4489.57736
13/3/2021,10819.62645,88.04909,,88.04909,4577.62645
14/3/2021,10598.6799,-220.94655,,-220.94655,4356.6799
15/3/2021,10390.3392,-208.3407,,-208.3407,4148.3392
16/3/2021,10307.97229,-82.36691,,-82.36691,4065.97229
17/3/2021,10314.33919,6.3669,,6.3669,4072.33919
18/3/2021,10412.11143,97.77224,,97.77224,4170.11143
19/3/2021,10716.23346,304.12203,,304.12203,4474.23346
20/3/2021,10918.21371,201.98025,,201.98025,4676.21371
21/3/2021,10935.00011,16.7864,,16.7864,4693.00011
22/3/2021,10978.13033,43.13022,,43.13022,4736.13033
23/3/2021,10836.9659,-141.16443,,-141.16443,4594.9659
24/3/2021,10879.73618,42.77028,,42.77028,4637.73618
25/3/2021,10872.56042,-7.17576,,-7.17576,4630.56042
26/3/2021,10978.78551,106.22509,,106.22509,4736.78551
27/3/2021,10870.49715,-108.28836,,-108.28836,4628.49715
28/3/2021,11013.16011,142.66296,,142.66296,4771.16011
29/3/2021,11348.82702,335.66691,,335.66691,5106.82702
30/3/2021,11376.36887,27.54185,,27.54185,5134.36887
31/3/2021,11503.81199,127.44312,,127.44312,5261.81199
1/4/2021,11689.0785,185.26651,,185.26651,5447.0785
2/4/2021,11547.44516,-141.63334,,-141.63334,5305.44516
3/4/2021,11594.43037,46.98521,,46.98521,5352.43037
4/4/2021,11578.21517,-16.2152,,-16.2152,5336.21517
5/4/2021,11587.49885,9.28368,,9.28368,5345.49885
6/4/2021,11335.8806,-251.61825,,-251.61825,5093.8806
7/4/2021,11323.56617,-12.31443,,-12.31443,5081.56617
8/4/2021,11449.40414,125.83797,,125.83797,5207.40414
9/4/2021,11858.54216,409.13802,,409.13802,5616.54216
10/4/2021,12133.27882,274.73666,,274.73666,5891.27882
11/4/2021,12792.6895,659.41068,,659.41068,6550.6895
12/4/2021,12512.61361,-280.07589,,-280.07589,6270.61361
13/4/2021,12776.39632,263.78271,,263.78271,6534.39632
14/4/2021,12815.52082,39.1245,,39.1245,6573.52082
15/4/2021,13529.95961,714.43879,,714.43879,7287.95961
16/4/2021,13216.77922,-313.18039,,-313.18039,6974.77922
17/4/2021,12900.86714,-315.91208,,-315.91208,6658.86714
18/4/2021,12675.03173,-225.83541,,-225.83541,6433.03173
19/4/2021,11947.13644,-727.89529,,-727.89529,5705.13644
20/4/2021,11763.21907,-183.91737,,-183.91737,5521.21907
21/4/2021,11511.40596,-251.81311,,-251.81311,5269.40596
22/4/2021,11536.30458,24.89862,,24.89862,5294.30458
23/4/2021,11618.31562,82.01104,,82.01104,5376.31562
24/4/2021,12162.22627,543.91065,,543.91065,5920.22627
25/4/2021,12442.29138,280.06511,,280.06511,6200.29138
26/4/2021,12232.9349,-209.35648,,-209.35648,5990.9349
27/4/2021,11925.05075,-307.88415,,-307.88415,5683.05075
28/4/2021,12056.78867,131.73792,,131.73792,5814.78867
29/4/2021,11621.66318,-435.12549,,-435.12549,5379.66318
30/4/2021,12152.31127,530.64809,,530.64809,5910.31127
1/5/2021,12504.62128,352.31001,,352.31001,6262.62128
2/5/2021,12329.30726,-175.31402,,-175.31402,6087.30726
3/5/2021,11756.36218,-572.94508,,-572.94508,5514.36218
4/5/2021,12148.60834,392.24616,,392.24616,5906.60834
5/5/2021,12091.25752,-57.35082,,-57.35082,5849.25752
6/5/2021,12459.90465,368.64713,,368.64713,6217.90465
7/5/2021,11918.66508,-541.23957,,-541.23957,5676.66508
8/5/2021,11712.46127,-206.20381,,-206.20381,5470.46127
9/5/2021,11693.82494,-18.63633,,-18.63633,5451.82494
10/5/2021,11687.863,-5.96194,,-5.96194,5445.863
11/5/2021,11531.46271,-156.40029,,-156.40029,5289.46271
12/5/2021,11697.19413,165.73142,,165.73142,5455.19413
13/5/2021,11353.55979,-343.63434,,-343.63434,5111.55979
14/5/2021,11292.38394,-61.17585,,-61.17585,5050.38394
15/5/2021,11307.97964,15.5957,,15.5957,5065.97964
16/5/2021,11438.40465,130.42501,,130.42501,5196.40465
17/5/2021,11628.78571,190.38106,,190.38106,5386.78571
18/5/2021,11270.32142,-358.46429,,-358.46429,5028.32142
19/5/2021,10805.86185,-464.45957,,-464.45957,4563.86185
20/5/2021,11140.3572,334.49535,,334.49535,4898.3572
21/5/2021,11216.39788,76.04068,,76.04068,4974.39788
22/5/2021,10981.20341,-235.19447,,-235.19447,4739.20341
23/5/2021,11399.04461,417.8412,,417.8412,5157.04461
24/5/2021,11413.45331,14.4087,,14.4087,5171.45331
25/5/2021,11741.05579,327.60248,,327.60248,5499.05579
26/5/2021,11741.31497,0.25918,,0.25918,5499.31497
27/5/2021,12348.06493,606.74996,,606.74996,6106.06493
28/5/2021,12892.62511,544.56018,,544.56018,6650.62511
29/5/2021,12785.68473,-106.94038,,-106.94038,6543.68473
30/5/2021,13089.37652,303.69179,,303.69179,6847.37652
31/5/2021,13288.86762,199.4911,,199.4911,7046.86762
1/6/2021,13745.46934,456.60172,,456.60172,7503.46934
2/6/2021,13369.55782,-375.91152,,-375.91152,7127.55782
3/6/2021,13588.27667,218.71885,,218.71885,7346.27667
4/6/2021,13944.99638,356.71971,,356.71971,7702.99638
5/6/2021,13268.89171,-676.10467,,-676.10467,7026.89171
6/6/2021,12831.28947,-437.60224,,-437.60224,6589.28947
7/6/2021,12121.65488,-709.63459,,-709.63459,5879.65488
8/6/2021,12015.5613,-106.09358,,-106.09358,5773.5613
9/6/2021,12218.96177,203.40047,,203.40047,5976.96177
10/6/2021,12676.37969,457.41792,,457.41792,6434.37969
11/6/2021,12678.84825,2.46856,,2.46856,6436.84825
12/6/2021,13198.04231,519.19406,,519.19406,6956.04231
13/6/2021,12694.5999,-503.44241,,-503.44241,6452.5999
14/6/2021,12105.39658,-589.20332,,-589.20332,5863.39658
15/6/2021,12066.87487,-38.52171,,-38.52171,5824.87487
16/6/2021,12166.5515,99.67663,,99.67663,5924.5515
17/6/2021,12135.0507,-31.5008,,-31.5008,5893.0507
18/6/2021,11460.48556,-674.56514,,-674.56514,5218.48556
19/6/2021,11414.39597,-46.08959,,-46.08959,5172.39597
20/6/2021,11010.64042,-403.75555,,-403.75555,4768.64042
21/6/2021,11180.90227,170.26185,,170.26185,4938.90227
22/6/2021,11267.12152,86.21925,,86.21925,5025.12152
23/6/2021,10975.17308,-291.94844,,-291.94844,4733.17308
24/6/2021,10811.8741,-163.29898,,-163.29898,4569.8741
25/6/2021,10500.68958,-311.18452,,-311.18452,4258.68958
26/6/2021,10466.14693,-34.54265,,-34.54265,4224.14693
27/6/2021,10702.49958,236.35265,,236.35265,4460.49958
28/6/2021,10415.07957,-287.42001,,-287.42001,4173.07957
29/6/2021,10530.76146,115.68189,,115.68189,4288.76146
30/6/2021,10370.81032,-159.95114,,-159.95114,4128.81032
1/7/2021,10144.61365,-226.19667,,-226.19667,3902.61365
