ticker,name,sector,industry
FLNG,FLEX LNG Ltd.,Energy,Oil & Gas Midstream
AMWD,American Woodmark Corporation,Consumer Cyclical,"Furnishings, Fixtures & Appliances"
ESPR,"Esperion Therapeutics, Inc.",Healthcare,Drug Manufacturers - Specialty & Generic
IRMD,IRADIMED CORPORATION,Healthcare,Medical Devices
BFST,"Business First Bancshares, Inc.",Financial Services,Banks - Regional
ARVN,"Arvinas, Inc.",Healthcare,Biotechnology
IART,Integra LifeSciences Holdings Corporation,Healthcare,Medical Devices
UVE,"Universal Insurance Holdings, Inc.",Financial Services,Insurance - Property & Casualty
UFCS,"United Fire Group, Inc.",Financial Services,Insurance - Property & Casualty
SVRA,Savara Inc.,Healthcare,Biotechnology
HTBK,Heritage Commerce Corp,Financial Services,Banks - Regional
ERII,"Energy Recovery, Inc.",Industrials,Pollution & Treatment Controls
CPF,Central Pacific Financial Corp.,Financial Services,Banks - Regional
PGEN,"Precigen, Inc.",Healthcare,Biotechnology
FOXF,Fox Factory Holding Corp.,Consumer Cyclical,Auto Parts
IDT,IDT Corporation,Communication Services,Telecom Services
ASTH,"Astrana Health, Inc.",Healthcare,Medical Care Facilities
URGN,UroGen Pharma Ltd.,Healthcare,Biotechnology
TYRA,"Tyra Biosciences, Inc.",Healthcare,Biotechnology
CAC,Camden National Corporation,Financial Services,Banks - Regional
BBSI,"Barrett Business Services, Inc.",Industrials,Staffing & Employment Services
OMER,Omeros Corporation,Healthcare,Biotechnology
RHLD,"Resolute Holdings Management, Inc.",Industrials,Specialty Business Services
THFF,First Financial Corporation,Financial Services,Banks - Regional
PKST,Peakstone Realty Trust,Real Estate,REIT - Office
IBCP,Independent Bank Corporation,Financial Services,Banks - Regional
CMP,"Compass Minerals International, Inc.",Basic Materials,Other Industrial Metals & Mining
BTDR,Bitdeer Technologies Group,Technology,Software - Application
MRTN,"Marten Transport, Ltd.",Industrials,Trucking
LIND,"Lindblad Expeditions Holdings, Inc.",Consumer Cyclical,Travel Services
MATW,Matthews International Corporation,Industrials,Conglomerates
PRSU,"Pursuit Attractions and Hospitality, Inc.",Consumer Cyclical,Travel Services
MTUS,Metallus Inc.,Basic Materials,Steel
NEXT,NextDecade Corporation,Energy,Oil & Gas Equipment & Services
ESQ,"Esquire Financial Holdings, Inc.",Financial Services,Banks - Regional
ROOT,"Root, Inc.",Financial Services,Insurance - Property & Casualty
APEI,"American Public Education, Inc.",Consumer Defensive,Education & Training Services
CMRE,Costamare Inc.,Industrials,Marine Shipping
BZH,"Beazer Homes USA, Inc.",Consumer Cyclical,Residential Construction
FA,First Advantage Corporation,Industrials,Specialty Business Services
MEG,"Montrose Environmental Group, Inc.",Industrials,Waste Management
BRSP,"BrightSpire Capital, Inc.",Real Estate,REIT - Mortgage
CGEM,"Cullinan Therapeutics, Inc.",Healthcare,Biotechnology
EGBN,"Eagle Bancorp, Inc.",Financial Services,Banks - Regional
ORIC,"ORIC Pharmaceuticals, Inc.",Healthcare,Biotechnology
GNK,Genco Shipping & Trading Limited,Industrials,Marine Shipping
TR,"Tootsie Roll Industries, Inc.",Consumer Defensive,Confectioners
TBPH,"Theravance Biopharma, Inc.",Healthcare,Biotechnology
IRWD,"Ironwood Pharmaceuticals, Inc.",Healthcare,Drug Manufacturers - Specialty & Generic
GRDN,"Guardian Pharmacy Services, Inc.",Healthcare,Medical Care Facilities
INBX,"Inhibrx Biosciences, Inc.",Healthcare,Biotechnology
LQDT,"Liquidity Services, Inc.",Consumer Cyclical,Internet Retail
ADTN,"ADTRAN Holdings, Inc.",Technology,Communication Equipment
PSIX,"Power Solutions International, Inc.",Industrials,Specialty Industrial Machinery
FBRT,"Franklin BSP Realty Trust, Inc.",Real Estate,REIT - Mortgage
CBRL,"Cracker Barrel Old Country Store, Inc.",Consumer Cyclical,Restaurants
CNXN,"PC Connection, Inc.",Technology,Electronics & Computer Distribution
PHR,"Phreesia, Inc.",Healthcare,Health Information Services
MATV,"Mativ Holdings, Inc.",Basic Materials,Specialty Chemicals
CWH,"Camping World Holdings, Inc.",Consumer Cyclical,Auto & Truck Dealerships
MCHB,Mechanics Bancorp,Financial Services,Banks - Regional
HTB,"HomeTrust Bancshares, Inc.",Financial Services,Banks - Regional
ZGN,Ermenegildo Zegna N.V.,Consumer Cyclical,Apparel Manufacturing
TRNS,"Transcat, Inc.",Industrials,Specialty Business Services
CBL,"CBL & Associates Properties, Inc.",Real Estate,REIT - Retail
PRCH,"Porch Group, Inc.",Technology,Software - Application
GBTG,"Global Business Travel Group, Inc.",Consumer Cyclical,Travel Services
BKV,BKV Corporation,Energy,Oil & Gas E&P
MNRO,"Monro, Inc.",Consumer Cyclical,Auto Parts
EQBK,"Equity Bancshares, Inc.",Financial Services,Banks - Regional
PFBC,Preferred Bank,Financial Services,Banks - Regional
ADAM,"Adamas Trust, Inc.",Real Estate,REIT - Mortgage
ORRF,"Orrstown Financial Services, Inc.",Financial Services,Banks - Regional
METC,"Ramaco Resources, Inc.",Basic Materials,Coking Coal
NWPX,"NWPX Infrastructure, Inc.",Basic Materials,Steel
AMSF,"AMERISAFE, Inc.",Financial Services,Insurance - Specialty
KURA,"Kura Oncology, Inc.",Healthcare,Biotechnology
TALK,"Talkspace, Inc.",Healthcare,Health Information Services
MCW,"Mister Car Wash, Inc.",Consumer Cyclical,Auto & Truck Dealerships
NAVI,Navient Corporation,Financial Services,Credit Services
VIR,"Vir Biotechnology, Inc.",Healthcare,Biotechnology
IIIN,Insteel Industries Inc.,Industrials,Metal Fabrication
WSR,Whitestone REIT,Real Estate,REIT - Retail
SOC,Sable Offshore Corp.,Energy,Oil & Gas Drilling
NXRT,"NexPoint Residential Trust, Inc.",Real Estate,REIT - Residential
SANA,"Sana Biotechnology, Inc.",Healthcare,Biotechnology
EXPI,"eXp World Holdings, Inc.",Real Estate,Real Estate Services
CVI,"CVR Energy, Inc.",Energy,Oil & Gas Refining & Marketing
JBIO,"Jade Biosciences, Inc.",Healthcare,Biotechnology
BKSY,BlackSky Technology Inc.,Industrials,Specialty Business Services
AVBP,"ArriVent BioPharma, Inc.",Healthcare,Biotechnology
PLPC,Preformed Line Products Company,Industrials,Electrical Equipment & Parts
UTZ,"Utz Brands, Inc.",Consumer Defensive,Packaged Foods
INDI,"indie Semiconductor, Inc.",Technology,Semiconductors
FSBC,Five Star Bancorp,Financial Services,Banks - Regional
SHEN,Shenandoah Telecommunications Company,Communication Services,Telecom Services
AMBP,Ardagh Metal Packaging S.A.,Consumer Cyclical,Packaging & Containers
CPS,Cooper-Standard Holdings Inc.,Consumer Cyclical,Auto Parts
BBW,"Build-A-Bear Workshop, Inc.",Consumer Cyclical,Specialty Retail
SDGR,"Schrödinger, Inc.",Healthcare,Health Information Services
AVNS,"Avanos Medical, Inc.",Healthcare,Medical Devices
IVR,Invesco Mortgage Capital Inc.,Real Estate,REIT - Mortgage
NPK,"National Presto Industries, Inc.",Industrials,Aerospace & Defense
TK,Teekay Corporation Ltd.,Energy,Oil & Gas Midstream
PGY,Pagaya Technologies Ltd.,Technology,Software - Infrastructure
AMN,"AMN Healthcare Services, Inc.",Healthcare,Medical Care Facilities
AMPL,"Amplitude, Inc.",Technology,Software - Application
FISI,"Financial Institutions, Inc.",Financial Services,Banks - Regional
FIP,FTAI Infrastructure Inc.,Industrials,Conglomerates
KOP,Koppers Holdings Inc.,Basic Materials,Specialty Chemicals
RIGL,"Rigel Pharmaceuticals, Inc.",Healthcare,Biotechnology
DJCO,Daily Journal Corporation,Technology,Software - Application
SMBC,"Southern Missouri Bancorp, Inc.",Financial Services,Banks - Regional
GDOT,Green Dot Corporation,Financial Services,Credit Services
MPB,"Mid Penn Bancorp, Inc.",Financial Services,Banks - Regional
WASH,"Washington Trust Bancorp, Inc.",Financial Services,Banks - Regional
ASAN,"Asana, Inc.",Technology,Software - Application
JBSS,"John B. Sanfilippo & Son, Inc.",Consumer Defensive,Packaged Foods
CNNE,"Cannae Holdings, Inc.",Consumer Cyclical,Restaurants
SCHL,Scholastic Corporation,Communication Services,Publishing
ABUS,Arbutus Biopharma Corporation,Healthcare,Biotechnology
HOV,"Hovnanian Enterprises, Inc.",Consumer Cyclical,Residential Construction
SD,"SandRidge Energy, Inc.",Energy,Oil & Gas E&P
CXM,"Sprinklr, Inc.",Technology,Software - Application
MMI,"Marcus & Millichap, Inc.",Real Estate,Real Estate Services
SG,"Sweetgreen, Inc.",Consumer Cyclical,Restaurants
VTS,"Vitesse Energy, Inc.",Energy,Oil & Gas E&P
AVO,"Mission Produce, Inc.",Consumer Defensive,Food Distribution
QNST,"QuinStreet, Inc.",Communication Services,Advertising Agencies
FCBC,"First Community Bankshares, Inc.",Financial Services,Banks - Regional
RDW,Redwire Corporation,Industrials,Aerospace & Defense
TCMD,"Tactile Systems Technology, Inc.",Healthcare,Medical Devices
RUM,Rumble Inc.,Communication Services,Internet Content & Information
CCBG,"Capital City Bank Group, Inc.",Financial Services,Banks - Regional
AMC,"AMC Entertainment Holdings, Inc.",Communication Services,Entertainment
SHBI,"Shore Bancshares, Inc.",Financial Services,Banks - Regional
RBCAA,"Republic Bancorp, Inc.",Financial Services,Banks - Regional
EMBC,Embecta Corp.,Healthcare,Medical Instruments & Supplies
ODC,Oil-Dri Corporation of America,Basic Materials,Specialty Chemicals
MDXG,"MiMedx Group, Inc.",Healthcare,Biotechnology
DFH,"Dream Finders Homes, Inc.",Consumer Cyclical,Residential Construction
SERV,Serve Robotics Inc.,Industrials,Specialty Industrial Machinery
NVGS,Navigator Holdings Ltd.,Energy,Oil & Gas Midstream
SMBK,"SmartFinancial, Inc.",Financial Services,Banks - Regional
CARS,Cars.com Inc.,Communication Services,Internet Content & Information
CSV,"Carriage Services, Inc.",Consumer Cyclical,Personal Services
STKL,SunOpta Inc.,Consumer Defensive,Beverages - Non-Alcoholic
KE,"Kimball Electronics, Inc.",Industrials,Electrical Equipment & Parts
HRTG,"Heritage Insurance Holdings, Inc.",Financial Services,Insurance - Property & Casualty
KALV,"KalVista Pharmaceuticals, Inc.",Healthcare,Biotechnology
PD,"PagerDuty, Inc.",Technology,Software - Application
SEMR,"Semrush Holdings, Inc.",Technology,Software - Application
TRTX,"TPG RE Finance Trust, Inc.",Real Estate,REIT - Mortgage
AHL,Aspen Insurance Holdings Limite,Financial Services,Insurance - Property & Casualty
PVLA,"Palvella Therapeutics, Inc.",Healthcare,Biotechnology
HNRG,Hallador Energy Company,Energy,Thermal Coal
SIBN,"SI-BONE, Inc.",Healthcare,Medical Devices
GSM,Ferroglobe PLC,Basic Materials,Other Industrial Metals & Mining
BFLY,"Butterfly Network, Inc.",Healthcare,Medical Devices
SENEA,Seneca Foods Corporation,Consumer Defensive,Packaged Foods
REPL,"Replimune Group, Inc.",Healthcare,Biotechnology
FOR,Forestar Group Inc.,Real Estate,Real Estate - Development
GCMG,GCM Grosvenor Inc.,Financial Services,Asset Management
MITK,"Mitek Systems, Inc.",Technology,Software - Application
SION,"Sionna Therapeutics, Inc.",Healthcare,Biotechnology
NB,NioCorp Developments Ltd.,Basic Materials,Other Industrial Metals & Mining
MCBS,"MetroCity Bankshares, Inc.",Financial Services,Banks - Regional
AROW,Arrow Financial Corporation,Financial Services,Banks - Regional
OIS,"Oil States International, Inc.",Energy,Oil & Gas Equipment & Services
FWRD,Forward Air Corporation,Industrials,Integrated Freight & Logistics
CASS,"Cass Information Systems, Inc.",Industrials,Specialty Business Services
LYTS,LSI Industries Inc.,Technology,Electronic Components
CTLP,"Cantaloupe, Inc.",Technology,Software - Infrastructure
EBS,Emergent BioSolutions Inc.,Healthcare,Drug Manufacturers - Specialty & Generic
CTO,"CTO Realty Growth, Inc.",Real Estate,REIT - Diversified
ACEL,"Accel Entertainment, Inc.",Consumer Cyclical,Gambling
RUSHB,"Rush Enterprises, Inc.",Consumer Cyclical,Auto & Truck Dealerships
BXC,BlueLinx Holdings Inc.,Industrials,Industrial Distribution
SEPN,"Septerna, Inc.",Healthcare,Biotechnology
ALRS,Alerus Financial Corporation,Financial Services,Banks - Regional
MBUU,"Malibu Boats, Inc.",Consumer Cyclical,Recreational Vehicles
YEXT,"Yext, Inc.",Technology,Software - Infrastructure
JANX,"Janux Therapeutics, Inc.",Healthcare,Biotechnology
SBGI,"Sinclair, Inc.",Communication Services,Broadcasting
IDR,"Idaho Strategic Resources, Inc.",Basic Materials,Gold
VREX,Varex Imaging Corporation,Healthcare,Medical Devices
WLFC,Willis Lease Finance Corporation,Industrials,Rental & Leasing Services
NTGR,"NETGEAR, Inc.",Technology,Communication Equipment
VPG,"Vishay Precision Group, Inc.",Technology,Scientific & Technical Instruments
AOSL,Alpha and Omega Semiconductor Limited,Technology,Semiconductors
BHB,Bar Harbor Bankshares,Financial Services,Banks - Regional
GDEN,"Golden Entertainment, Inc.",Consumer Cyclical,Resorts & Casinos
OXM,"Oxford Industries, Inc.",Consumer Cyclical,Apparel Manufacturing
CWCO,Consolidated Water Co. Ltd.,Utilities,Utilities - Regulated Water
AEBI,Aebi Schmidt Holding AG,Industrials,Farm & Heavy Construction Machinery
BLMN,"Bloomin' Brands, Inc.",Consumer Cyclical,Restaurants
GSBC,"Great Southern Bancorp, Inc.",Financial Services,Banks - Regional
UHT,Universal Health Realty Income Trust,Real Estate,REIT - Healthcare Facilities
HTZ,"Hertz Global Holdings, Inc.",Industrials,Rental & Leasing Services
NRIM,"Northrim BanCorp, Inc.",Financial Services,Banks - Regional
FET,"Forum Energy Technologies, Inc.",Energy,Oil & Gas Equipment & Services
SLDP,"Solid Power, Inc.",Consumer Cyclical,Auto Parts
SPRY,"ARS Pharmaceuticals, Inc.",Healthcare,Biotechnology
CCSI,"Consensus Cloud Solutions, Inc.",Technology,Software - Infrastructure
EHAB,"Enhabit, Inc.",Healthcare,Medical Care Facilities
PGC,Peapack-Gladstone Financial Corporation,Financial Services,Banks - Regional
HZO,"MarineMax, Inc.",Consumer Cyclical,Specialty Retail
SPFI,"South Plains Financial, Inc.",Financial Services,Banks - Regional
RES,"RPC, Inc.",Energy,Oil & Gas Equipment & Services
TCBX,"Third Coast Bancshares, Inc.",Financial Services,Banks - Regional
BTBT,"Bit Digital, Inc.",Financial Services,Capital Markets
LXU,"LSB Industries, Inc.",Basic Materials,Chemicals
RGR,"Sturm, Ruger & Company, Inc.",Industrials,Aerospace & Defense
MAMA,"Mama's Creations, Inc.",Consumer Defensive,Packaged Foods
CMCO,Columbus McKinnon Corporation,Industrials,Farm & Heavy Construction Machinery
SXC,"SunCoke Energy, Inc.",Basic Materials,Coking Coal
DC,Dakota Gold Corp.,Basic Materials,Gold
CABO,"Cable One, Inc.",Communication Services,Telecom Services
ETD,Ethan Allen Interiors Inc.,Consumer Cyclical,"Furnishings, Fixtures & Appliances"
STGW,Stagwell Inc.,Communication Services,Advertising Agencies
CBLL,"CeriBell, Inc.",Healthcare,Medical Devices
OFIX,Orthofix Medical Inc.,Healthcare,Medical Devices
BDN,Brandywine Realty Trust,Real Estate,REIT - Office
SWBI,"Smith & Wesson Brands, Inc.",Industrials,Aerospace & Defense
BBNX,"Beta Bionics, Inc.",Healthcare,Medical Devices
EGY,"VAALCO Energy, Inc.",Energy,Oil & Gas E&P
CRMD,CorMedix Inc.,Healthcare,Biotechnology
GOOD,Gladstone Commercial Corporation,Real Estate,REIT - Diversified
AVAH,Aveanna Healthcare Holdings Inc.,Healthcare,Medical Care Facilities
TWI,"Titan International, Inc.",Industrials,Farm & Heavy Construction Machinery
FFIC,Flushing Financial Corporation,Financial Services,Banks - Regional
HIFS,Hingham Institution for Savings,Financial Services,Banks - Regional
IIIV,"i3 Verticals, Inc.",Technology,Software - Infrastructure
PFIS,Peoples Financial Services Corp.,Financial Services,Banks - Regional
ALX,"Alexander's, Inc.",Real Estate,REIT - Retail
ZBIO,"Zenas BioPharma, Inc.",Healthcare,Biotechnology
NFBK,"Northfield Bancorp, Inc. (Staten Island, NY)",Financial Services,Banks - Regional
KFRC,Kforce Inc.,Industrials,Staffing & Employment Services
KMTS,"Kestra Medical Technologies, Ltd.",Healthcare,Medical Instruments & Supplies
DIN,"Dine Brands Global, Inc.",Consumer Cyclical,Restaurants
CARE,"Carter Bankshares, Inc.",Financial Services,Banks - Regional
ASC,Ardmore Shipping Corporation,Industrials,Marine Shipping
AHH,"Armada Hoffler Properties, Inc.",Real Estate,REIT - Diversified
CTKB,"Cytek Biosciences, Inc.",Healthcare,Medical Devices
RYAM,Rayonier Advanced Materials Inc.,Basic Materials,Chemicals
ACNB,ACNB Corporation,Financial Services,Banks - Regional
FRGE,"Forge Global Holdings, Inc.",Financial Services,Capital Markets
FULC,"Fulcrum Therapeutics, Inc.",Healthcare,Biotechnology
BSRR,Sierra Bancorp,Financial Services,Banks - Regional
SLS,"SELLAS Life Sciences Group, Inc.",Healthcare,Biotechnology
ORN,"Orion Group Holdings, Inc.",Industrials,Engineering & Construction
ANNX,"Annexon, Inc.",Healthcare,Biotechnology
HIPO,Hippo Holdings Inc.,Financial Services,Insurance - Property & Casualty
ASPI,ASP Isotopes Inc.,Basic Materials,Chemicals
FMNB,Farmers National Banc Corp.,Financial Services,Banks - Regional
HTLD,"Heartland Express, Inc.",Industrials,Trucking
FSUN,FirstSun Capital Bancorp,Financial Services,Banks - Regional
CLBK,"Columbia Financial, Inc.",Financial Services,Banks - Regional
OPK,"OPKO Health, Inc.",Healthcare,Diagnostics & Research
FPI,Farmland Partners Inc.,Real Estate,REIT - Specialty
MTW,"The Manitowoc Company, Inc.",Industrials,Farm & Heavy Construction Machinery
MSBI,"Midland States Bancorp, Inc.",Financial Services,Banks - Regional
BCAX,Bicara Therapeutics Inc.,Healthcare,Biotechnology
MLAB,"Mesa Laboratories, Inc.",Technology,Scientific & Technical Instruments
ZVRA,"Zevra Therapeutics, Inc.",Healthcare,Biotechnology
RPC,"Ridgepost Capital, Inc",Financial Services,Asset Management
INN,"Summit Hotel Properties, Inc.",Real Estate,REIT - Hotel & Motel
PHAT,"Phathom Pharmaceuticals, Inc.",Healthcare,Biotechnology
SFST,"Southern First Bancshares, Inc.",Financial Services,Banks - Regional
CVLG,"Covenant Logistics Group, Inc.",Industrials,Trucking
RDVT,"Red Violet, Inc.",Technology,Software - Application
AEVA,"Aeva Technologies, Inc.",Technology,Software - Infrastructure
EU,enCore Energy Corp.,Energy,Uranium
GDYN,"Grid Dynamics Holdings, Inc.",Technology,Information Technology Services
CODI,Compass Diversified,Industrials,Conglomerates
HSTM,"HealthStream, Inc.",Healthcare,Health Information Services
KROS,"Keros Therapeutics, Inc.",Healthcare,Biotechnology
ASIX,AdvanSix Inc.,Basic Materials,Chemicals
TDUP,ThredUp Inc.,Consumer Cyclical,Internet Retail
HY,"Hyster-Yale, Inc.",Industrials,Farm & Heavy Construction Machinery
FLGT,"Fulgent Genetics, Inc.",Healthcare,Diagnostics & Research
BIOA,"BioAge Labs, Inc.",Healthcare,Drug Manufacturers - Specialty & Generic
ARKO,Arko Corp.,Consumer Cyclical,Specialty Retail
EBF,"Ennis, Inc.",Industrials,Business Equipment & Supplies
MVST,"Microvast Holdings, Inc.",Consumer Cyclical,Auto Parts
CMCL,Caledonia Mining Corporation Plc,Basic Materials,Gold
BWMN,Bowman Consulting Group Ltd.,Industrials,Engineering & Construction
UDMY,"Udemy, Inc.",Consumer Defensive,Education & Training Services
CLMB,"Climb Global Solutions, Inc.",Technology,Electronics & Computer Distribution
FBIZ,"First Business Financial Services, Inc.",Financial Services,Banks - Regional
CHCT,Community Healthcare Trust Incorporated,Real Estate,REIT - Healthcare Facilities
CERS,Cerus Corporation,Healthcare,Medical Devices
AIOT,"PowerFleet, Inc.",Technology,Software - Infrastructure
HTFL,"Heartflow, Inc.",Healthcare,Health Information Services
GMRE,Global Medical REIT Inc.,Real Estate,REIT - Healthcare Facilities
MLR,"Miller Industries, Inc.",Consumer Cyclical,Auto Parts
RPD,"Rapid7, Inc.",Technology,Software - Infrastructure
LBRX,LB Pharmaceuticals Inc,Healthcare,Biotechnology
CYH,"Community Health Systems, Inc.",Healthcare,Medical Care Facilities
PACB,"Pacific Biosciences of California, Inc.",Healthcare,Medical Devices
ETON,"Eton Pharmaceuticals, Inc.",Healthcare,Drug Manufacturers - Specialty & Generic
ARHS,"Arhaus, Inc.",Consumer Cyclical,Specialty Retail
FLOC,Flowco Holdings Inc.,Energy,Oil & Gas Equipment & Services
FLY,Firefly Aerospace Inc.,Industrials,Aerospace & Defense
CLNE,Clean Energy Fuels Corp.,Energy,Oil & Gas Refining & Marketing
PRAA,"PRA Group, Inc.",Financial Services,Credit Services
CEVA,"CEVA, Inc.",Technology,Semiconductors
CIVB,"Civista Bancshares, Inc.",Financial Services,Banks - Regional
PLSE,"Pulse Biosciences, Inc.",Healthcare,Medical Instruments & Supplies
WNC,Wabash National Corporation,Industrials,Farm & Heavy Construction Machinery
SLDE,"Slide Insurance Holdings, Inc.",Financial Services,Insurance - Property & Casualty
APPS,"Digital Turbine, Inc.",Technology,Software - Application
PSNL,"Personalis, Inc.",Healthcare,Diagnostics & Research
GIC,Global Industrial Company,Industrials,Industrial Distribution
PKE,Park Aerospace Corp.,Industrials,Aerospace & Defense
CTOS,"Custom Truck One Source, Inc.",Industrials,Rental & Leasing Services
KRNY,Kearny Financial Corp.,Financial Services,Banks - Regional
TTAM,Titan America SA,Basic Materials,Building Materials
NATR,"Nature's Sunshine Products, Inc.",Consumer Defensive,Packaged Foods
GTN,"Gray Media, Inc.",Communication Services,Broadcasting
MAGN,Magnera Corporation,Consumer Defensive,Household & Personal Products
CVGW,"Calavo Growers, Inc.",Consumer Defensive,Food Distribution
NRDS,"NerdWallet, Inc.",Communication Services,Internet Content & Information
GEVO,"Gevo, Inc.",Basic Materials,Specialty Chemicals
PSTL,"Postal Realty Trust, Inc.",Real Estate,REIT - Office
HELE,Helen of Troy Limited,Consumer Defensive,Household & Personal Products
KRUS,"Kura Sushi USA, Inc.",Consumer Cyclical,Restaurants
TITN,Titan Machinery Inc.,Industrials,Industrial Distribution
TREE,"LendingTree, Inc.",Financial Services,Financial Conglomerates
ANGO,"AngioDynamics, Inc.",Healthcare,Medical Instruments & Supplies
AIP,"Arteris, Inc.",Technology,Semiconductors
YORW,The York Water Company,Utilities,Utilities - Regulated Water
HBCP,"Home Bancorp, Inc.",Financial Services,Banks - Regional
DHIL,"Diamond Hill Investment Group, Inc.",Financial Services,Asset Management
ULCC,"Frontier Group Holdings, Inc.",Industrials,Airlines
IMXI,"International Money Express, Inc.",Technology,Software - Infrastructure
DRUG,Bright Minds Biosciences Inc.,Healthcare,Biotechnology
BOW,Bowhead Specialty Holdings Inc.,Financial Services,Insurance - Property & Casualty
FUBO,FuboTV Inc.,Communication Services,Broadcasting
OBT,"Orange County Bancorp, Inc.",Financial Services,Banks - Regional
PLAY,"Dave & Buster's Entertainment, Inc.",Communication Services,Entertainment
CAL,"Caleres, Inc.",Consumer Cyclical,Apparel Retail
EVER,"EverQuote, Inc.",Communication Services,Internet Content & Information
CYRX,"Cryoport, Inc.",Industrials,Integrated Freight & Logistics
NUS,"Nu Skin Enterprises, Inc.",Consumer Defensive,Household & Personal Products
CRML,Critical Metals Corp.,Basic Materials,Other Industrial Metals & Mining
OSPN,OneSpan Inc.,Technology,Software - Infrastructure
IHRT,"iHeartMedia, Inc.",Communication Services,Broadcasting
ABAT,American Battery Technology Company,Industrials,Waste Management
BAND,Bandwidth Inc.,Technology,Software - Infrastructure
RR,Richtech Robotics Inc.,Industrials,Specialty Industrial Machinery
RRBI,"Red River Bancshares, Inc.",Financial Services,Banks - Regional
AQST,"Aquestive Therapeutics, Inc.",Healthcare,Drug Manufacturers - Specialty & Generic
TIPT,Tiptree Inc.,Financial Services,Insurance - Specialty
OPTU,"Optimum Communications, Inc.",Communication Services,Telecom Services
WTBA,"West Bancorporation, Inc.",Financial Services,Banks - Regional
GEFB,,,
COFS,"ChoiceOne Financial Services, Inc.",Financial Services,Banks - Regional
GOSS,"Gossamer Bio, Inc.",Healthcare,Biotechnology
CWBC,Community West Bancshares,Financial Services,Banks - Regional
KOPN,Kopin Corporation,Technology,Electronic Components
OLP,"One Liberty Properties, Inc.",Real Estate,REIT - Diversified
UNTY,"Unity Bancorp, Inc.",Financial Services,Banks - Regional
BCAL,California BanCorp,Financial Services,Banks - Regional
BWB,"Bridgewater Bancshares, Inc.",Financial Services,Banks - Regional
DNA,"Ginkgo Bioworks Holdings, Inc.",Healthcare,Biotechnology
REPX,"Riley Exploration Permian, Inc.",Energy,Oil & Gas E&P
GLRE,"Greenlight Capital Re, Ltd.",Financial Services,Insurance - Reinsurance
RBB,RBB Bancorp,Financial Services,Banks - Regional
LXEO,"Lexeo Therapeutics, Inc.",Healthcare,Biotechnology
WRLD,World Acceptance Corporation,Financial Services,Credit Services
SABR,Sabre Corporation,Technology,Software - Infrastructure
MYGN,"Myriad Genetics, Inc.",Healthcare,Diagnostics & Research
PRTA,Prothena Corporation plc,Healthcare,Biotechnology
BMRC,Bank of Marin Bancorp,Financial Services,Banks - Regional
LXFR,Luxfer Holdings PLC,Industrials,Specialty Industrial Machinery
VOYG,"Voyager Technologies, Inc.",Industrials,Aerospace & Defense
RZLV,Rezolve AI PLC,Technology,Software - Infrastructure
BFS,"Saul Centers, Inc.",Real Estate,REIT - Retail
SVV,"Savers Value Village, Inc.",Consumer Cyclical,Specialty Retail
FFWM,First Foundation Inc.,Financial Services,Banks - Regional
CENT,Central Garden & Pet Company,Consumer Defensive,Packaged Foods
BVS,Bioventus Inc.,Healthcare,Medical Devices
RGNX,REGENXBIO Inc.,Healthcare,Biotechnology
BGS,"B&G Foods, Inc.",Consumer Defensive,Packaged Foods
ALT,"Altimmune, Inc.",Healthcare,Biotechnology
HBT,"HBT Financial, Inc.",Financial Services,Banks - Regional
MH,"McGraw Hill, Inc.",Consumer Defensive,Education & Training Services
KODK,Eastman Kodak Company,Industrials,Specialty Business Services
SCVL,"Shoe Carnival, Inc.",Consumer Cyclical,Apparel Retail
NAVN,"Navan, Inc.",Technology,Software - Application
NGS,"Natural Gas Services Group, Inc.",Energy,Oil & Gas Equipment & Services
KREF,KKR Real Estate Finance Trust Inc.,Real Estate,REIT - Mortgage
MOV,"Movado Group, Inc.",Consumer Cyclical,Luxury Goods
ABSI,Absci Corporation,Healthcare,Biotechnology
ENTA,"Enanta Pharmaceuticals, Inc.",Healthcare,Biotechnology
SFIX,"Stitch Fix, Inc.",Consumer Cyclical,Apparel Retail
FMAO,"Farmers & Merchants Bancorp, Inc.",Financial Services,Banks - Regional
PTLO,Portillo's Inc.,Consumer Cyclical,Restaurants
SPT,"Sprout Social, Inc.",Technology,Software - Application
CLPT,"ClearPoint Neuro, Inc.",Healthcare,Medical Devices
NXDR,"Nextdoor Holdings, Inc.",Communication Services,Internet Content & Information
FRBA,First Bank,Financial Services,Banks - Regional
MCS,The Marcus Corporation,Communication Services,Entertainment
CZNC,Citizens & Northern Corporation,Financial Services,Banks - Regional
SSTK,"Shutterstock, Inc.",Communication Services,Internet Content & Information
STRT,Strattec Security Corporation,Consumer Cyclical,Auto Parts
ACCO,ACCO Brands Corporation,Industrials,Business Equipment & Supplies
BATRA,"Atlanta Braves Holdings, Inc.",Communication Services,Entertainment
HSHP,Himalaya Shipping Ltd.,Industrials,Marine Shipping
EVGO,"EVgo, Inc.",Consumer Cyclical,Specialty Retail
CBNK,"Capital Bancorp, Inc.",Financial Services,Banks - Regional
MCFT,"MasterCraft Boat Holdings, Inc.",Consumer Cyclical,Recreational Vehicles
FDMT,"4D Molecular Therapeutics, Inc.",Healthcare,Biotechnology
LAND,Gladstone Land Corporation,Real Estate,REIT - Specialty
NPCE,"NeuroPace, Inc.",Healthcare,Medical Devices
ADCT,ADC Therapeutics SA,Healthcare,Biotechnology
